Location_Reference,Object_Reference,UI_Activation_Type,Object_Title,Location,Description,Long_Description,Collection_Status,Acknowledgements,Credits,Awards_Recognitions,Collection_Number,Curator,Education,Meta_Tags,Subgenre,Fun_Fact,Animation,Origin,Media,Video_Clip,Audio_Clip,Images,Creator,Creator_Gender,Birth_Year,3D_Model_Designer,Shader,Animator,Auto_Tour,For_Sale,Sponsor_logo,Comment,Suggestion,Vote,Donate,Join,VX_Survey
01.11,11,Click Object,Creature,Creators: Shelley,3D Model of Frankenstein's creature,"In the two hundred years since Mary Shelley’s Frankenstein has been published, the Creature that it depicts has been represented in hundreds of different ways. As the Creature, known also as Frankenstein’s Monster, grew, it became a living representation of the tension between science and natural laws. It also explores the the intrinsic longing for love and acceptance, the pursuit of knowledge, and the consequences of interfering with powers that are not yet understood. All of these themes are still present in science fiction art and writing to this day, and the influence of one of the most well-known science fiction creations of all time is still felt.",,,,,,"Rachel Frederick, Phil Frana, PhD",,Lifeform,,,,UK,Literature,,,,Mary Shelley,Female,1797-1851,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
01.12,12,Click Object,Welcome Message,Creators,Welcome Message,"From: Executive Director, Museum of Science Fiction

Date: June 3, 2023

Welcome to the Museum of Science Fiction

About a hundred years ago Einstein said, “Imagination is everything. It is the preview of life's coming attractions.”

As a species, humanity is rapidly coming to an inflection point. We now hold the knowledge and the tools
to solve some of our most challenging problems and possibly, in the not so distant future, move towards a
post-scarcity civilization.

At the Museum of Science Fiction, art and science are powered by imagination. This simulation is designed
to preview life's coming attractions - both good and bad.

This project began as experiment to prototype ideas for a physical museum. The technology we used 
allowed us to go beyond experimentation and create a new center of gravity to educate and entertain people. 

Essentially, science fiction is the story of humanity: who we were, who we are, and who we dream to be.
We would like to go beyond 21st century story-telling and provide a space where people can expand
their imagination and consciousness of the real world.

""Reality is that which, when you stop believing in it, doesn't go away"" -  Philip k. Dick - Valis, 1981
Here, reality is a persistent environment that can provide inspiration to transcend reality.

We hope you will enjoy exploring the Museum and find inspiration to do something wonderful for humanity.

Greg Viggiano, PhD
Executive Director, Museum of Science Fiction
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.13,13,Click Object,Gallery Credits,Creators,Gallery Credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.14,14,Click Object,VR Tips and Hints,Creators,VR Tips and Hints,"VR special features and functionality        
        Avatar configuration: right or left controller A button
        UI screen activation: point and click on object
        Movement: right or left controller joystick
        Fly: right or left controller joystick, point in the direction you want to fly
        Location bookmarks: right or left controller B button
        Communication: enable HMD microphone and HMD speakers
        
Desktop (Mac and PC) special features and functionality        
        Avatar configuration: press escape key
        UI screen activation: click on object
        Movement: W S A D and space bar keys
        Communication: unmute microphone and speaker(s)
        
Additional information        
        Some areas are restricted and only accessible by Museum members or staff
        
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.15,15,Click Object,Terms of Use Legal Information,Creators,Terms of Use Legal Information,"Terms of Service and Policies                                
        Notice of Fair Use                     https://www.museumofsciencefiction.org/ip1
        Privacy Policy                            https://www.museumofsciencefiction.org/privacy
        Terms of Service                        https://www.museumofsciencefiction.org/terms
        Code of Conduct                        https://www.museumofsciencefiction.org/code-of-coduct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.16,16,Click Object,Exhibition Information,Creators,Exhibition Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.17,25,Click Object,Coming Soon,Creators,Coming Soon,"The next release will include the following updates:
•        Personalized avatars
•        Selfie cameras for sharing pics on social media
•        Generative AI docents and tour guide avatars
•        Voice activated commands - like, ""end program""
•        New galleries and exhibit areas with new display objects
•        Educational tours inside a quantum computer and a fantastic voyage to explore how neurons work
•        VR gift shop with MOSF merch!
•        Live programs you can attend with your friends
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01,1,Click Object,Djinn Chairs,Special Exhibit Area 2: Experimental,Furniture,"Djinn Chairs, designed by French industrial designer Olivier Mourgue in 1965, are iconic pieces of modernist furniture that became famous largely due to their prominent appearance in Stanley Kubrick’s 1968 science fiction classic, 2001: A Space Odyssey. These chairs are celebrated not only for their distinctive design but also for their role in defining the futuristic aesthetic of the mid-20th century.

The Djinn Chair is a low-slung, lounge chair characterized by its flowing, organic form that appears to hover just above the ground. The chair is made from a tubular steel frame, which is then covered with a thin layer of foam and upholstered in stretch fabric. This gives the Djinn Chair its distinctive, smooth curves and soft, inviting appearance. The chair’s seamless design, with no visible joints or separations, contributes to its futuristic look, evoking a sense of comfort and relaxation while maintaining a sleek, modern profile.

In 2001: A Space Odyssey, the Djinn Chairs were used to furnish the space station and the space hotel, creating an environment that was both futuristic and aesthetically pleasing. Their presence in the film helped to cement the chair’s status as an icon of 1960s design, symbolizing the era’s optimism about the future and the possibilities of space travel. The Djinn Chair’s association with the film has made it a symbol of modernism and forward-thinking design, capturing the imagination of both design enthusiasts and fans of science fiction.

The Djinn Chair’s influence extends beyond its appearance in Kubrick’s film. It represents the ethos of the 1960s, a time when designers were pushing the boundaries of traditional furniture design, exploring new materials, and embracing new forms. The chair is a perfect example of how design can transcend its functional role to become an integral part of cultural history.

Today, the Djinn Chair remains a highly sought-after piece for collectors and a staple in the study of mid-century modern design. Its timeless appeal lies in its ability to evoke a sense of the future, making it as relevant now as it was over half a century ago.

The Djinn chair is a piece of furniture in the Modernist style, created by French designer Olivier Mourgue in 1964. Originally called the ""Low fireside chair,"" it is also commonly referred to as the ""2001 chair,"" because of its prominent appearance in the film, 2001: A Space Odyssey.

The Djinn chair and a chaise lounge, was introduced by Airborne in Merignac Cedex, France. The rest of the series was released in 1965, and includes the iconic ""Low fireside chair,"" a two-seat sofa, and a foot stool. The set remained in production until 1976.

The name ""Djinn"" refers to an Islamic spirit capable of changing shape. The design's low profile was an attempt to emulate the informal lifestyle of the time. The set was introduced during a time when growing interest in Eastern mysticism was influencing Western decorative arts. 
",Museum of Science Fiction,,Stoney Monks and John Whitesel ,,,"Rachel Frederick, Phil Frana, PhD",,Furniture,,,,France,Furniture,,,,Olivier Mourgue,Male,1939,Stoney Monks and John Whitesel ,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
02.02,2,Click Object,A.D.2020 ulica hummer i skafander,Special Exhibit Area 2: Experimental,Digital Art,"This evocative artwork captures a dystopian urban scene, blending mystery and tension. A Humvee is parked in a deserted, narrow alley, its rugged build contrasting with the fragile quiet of the setting. The atmosphere is drenched in an eerie, yellow haze, possibly representing contamination or environmental collapse. In the background, power lines stretch towards distant, shadowy skyscrapers, adding depth to the composition.

A solitary figure in a bright orange hazmat suit stands facing away, creating a sense of isolation and uncertainty. The ""Stay Home"" biohazard sign on the wall hints at a dangerous, unseen threat, further intensifying the unease. The muted tones of the surrounding environment, paired with the sharp contrast of the hazmat suit, focus attention on the lone figure, evoking questions about survival and the nature of the unseen catastrophe.

This atmospheric piece invites viewers to imagine the world’s story, evoking themes of abandonment, resilience, and fear of the unknown.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
02.03,3,Click Object,A.R.K.-79,Special Exhibit Area 2: Experimental,Digital Art,"This striking piece of science fiction art portrays a barren, alien world, emphasizing desolation and isolation. In the foreground, a strange rock formation holds what seems to be an ancient fossil, hinting at the planet's forgotten history. A spherical escape pod lies crashed and broken, with dark, jagged protrusions extending from its core, suggesting a violent landing. A lone astronaut is seen emerging from the wreckage, struggling to crawl out into the bleak, unwelcoming terrain. The distant mountains in the background blend into a dusty, almost toxic-looking atmosphere, shrouding the scene in uncertainty.

The muted, earthy color palette of yellows and grays enhances the sense of lifelessness. The tension between advanced technology and ancient, barren landscapes creates a powerful contrast, reflecting themes of survival and exploration in an unknown, hostile environment. The artwork invites viewers to imagine the story behind this catastrophic event, making it both eerie and thought-provoking.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
02.04,4,Click Object,AGAINST z,Special Exhibit Area 2: Experimental,Digital Art,"This haunting artwork portrays a surreal and emotional scene set in a vast, golden field under an ominous, stormy sky. In the foreground, a young girl with braided hair stands in a simple dress, gazing upward. Above her, a disintegrating tank is suspended mid-air, its parts exploding outward in chaotic fragments—barrels, treads, and debris spiraling away.

The stark contrast between the innocence of the child and the destructive machinery creates a powerful visual and emotional tension. The barren field, stretching endlessly around her, emphasizes the isolation and starkness of the moment. The muted, earthy tones of the landscape and the deep grays of the sky further enhance the artwork's somber and foreboding atmosphere.

This piece invites reflection on themes of innocence in the face of destruction, the absurdity of war, and the resilience of humanity amidst chaos. It’s a poignant commentary on conflict and its far-reaching consequences.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
02.05,5,Click Object,FIRST MEETING,Special Exhibit Area 2: Experimental,Digital Art,"This surreal artwork captures an otherworldly moment in a serene natural setting. Two children, one older and one younger, are depicted running hand in hand across a lush green meadow, their innocent curiosity leading them toward a mysterious phenomenon. Hovering above the ground is a massive, alien-like rock formation, its surface rugged and weathered, defying gravity as it floats in stark contrast to the calm and grounded forest in the background.

The dense line of pine trees and the soft, hazy light filtering through a muted green sky evoke a sense of quiet wonder and suspense. The children’s small figures juxtaposed with the monumental, levitating structure emphasize themes of scale, exploration, and the unknown.

This piece invites viewers to imagine a narrative: Are the children witnesses to a supernatural event, or is this a dreamscape reflecting their boundless imaginations? The scene is enchanting yet subtly unsettling, blending innocence with mystery.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
02.06,6,Click Object,SPHERE,Special Exhibit Area 2: Experimental,Digital Art,"This mesmerizing artwork features a serene forest scene disrupted by a mysterious, floating metallic sphere. The sphere, perfectly smooth and reflective, exudes a futuristic, otherworldly quality, creating an intriguing juxtaposition with the natural surroundings. Suspended in mid-air among towering, straight pine trees, the sphere seems to radiate a soft glow, subtly reflecting the muted light of the misty atmosphere.

The forest floor, carpeted with yellow-orange foliage, adds warmth and contrast to the composition, while the mist enveloping the scene creates a dreamlike, ethereal ambiance. The symmetry of the trees and the enigmatic presence of the sphere evoke a sense of quiet wonder, prompting viewers to question its origin and purpose.

This artwork explores themes of contrast between the natural and the artificial, the familiar and the unknown. It invites the observer into a moment of contemplation, sparking curiosity and a sense of awe at the unexplained.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
02.07,7,Click Object,IBM 3270 Mainframe Terminal,Special Exhibit Area 2: Experimental,3D Model,"Developed by International Business Machines Corporation in 1971, the IBM 3270 Mainframe Terminal represents a pivotal moment in the history of computing. As businesses and institutions began to rely on mainframe computers for complex calculations and data processing, terminals like the 3270 provided a user-friendly interface, allowing operators to interact with the mainframe remotely.

“Green screen terminals” as they are sometimes called, played a vital role in shaping the way people interacted with computers. By providing a direct link to powerful mainframes, these terminals democratized access to computing resources, fostering innovation across various fields. From business applications to scientific research, the 3270 Terminal paved the way for collaborative computing and laid the groundwork for the interconnected digital world we know today.

The IBM 3270 Mainframe Terminal stands as a testament to the ingenuity of early computing technology. Its intuitive design and robust functionality marked a significant step forward in the evolution of computing interfaces, bridging the gap between humans and machines. ",Museum of Science Fiction,IBM Corporation,Andy DiLallo,,,"Rachel Frederick, Phil Frana, PhD",,Technology,,,,USA,3D Model,,,,IBM Corporation,,,Andy DiLallo,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
02.08,8,Click Object,SX70 Polaroid Land Camera,Special Exhibit Area 2: Experimental,3D Model,"Introduced in 1972, the SX-70 Polaroid Land Camera marked a paradigm shift in photography. The camera was developed by Polaroid founder Edwin Land, and represents a revolutionary chapter in the history of photography.

Unlike traditional cameras that required film development in a darkroom, the SX-70 allowed photographers to see their images develop right before their eyes by using self-developing film packs. This innovative approach transformed the way people captured and shared moments, making photography more accessible and spontaneous.

The camera’s user-friendly nature and immediate results made it a favorite among artists, documenting life in real-time and capturing candid moments. Additionally, the SX-70's influence can be seen in the development of subsequent instant cameras, paving the way for modern-day instant photography.

Its ability to capture and share instant memories changed forever the way people preserve their experiences. It’s impossible to fathom the countless memories that this camera has immortalized across the globe, and its influence on human creativity and spontaneity in the art of image-making is immeasurable. ",Museum of Science Fiction,,Ellie White,,,"Rachel Frederick, Phil Frana, PhD",,Technology,,,,USA,3D Model,,,,Polaroid Corporation,,,Ellie White,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
02.09,9,Click Object,Too Far From Home,Special Exhibit Area 2: Experimental,Digital Art,"This evocative artwork portrays an astronaut collapsed in the golden sands of an alien desert, evoking feelings of isolation and perseverance. The figure, clad in a spacesuit adorned with the insignia of exploration, lies partially submerged in the rippling dunes. The soft, amber hues of the atmosphere suggest an otherworldly twilight, shrouding the scene in a surreal, dreamlike quality.

In the distance, a towering monolithic structure dominates the horizon, its geometric symmetry and mysterious design contrasting starkly with the organic undulations of the landscape. Behind it, an enormous celestial body looms, casting a ghostly glow and reinforcing the extraterrestrial setting.

This piece explores themes of human vulnerability, resilience, and the pursuit of the unknown. It invites viewers to ponder the astronaut's fate and the enigmatic purpose of the distant structure, creating a narrative of discovery and survival against the vast, indifferent backdrop of the universe.",On loan from the artist,,,,,"Rachel Frederick, Phil Frana, PhD",,Art,,,,Poland,Digital Art,,,,Michal Klimczak,Male,1979,,,,,,,Gravity Forms,Gravity Forms,Gravity Forms,https://donate.stripe.com/5kA7v87go3co4Gk6oo,https://www.museumofsciencefiction.org/join,Gravity Forms
